AccountID,Type,BillingState,BillingCountry,AccountSource,Account_Status__c,ARR__c,EmployeesRange__c,Industry__c,SalesTargetAccount__c,SalesTeam__c,SalesTerritoryAE__c,OpenOpportunities__c,NumberofSessions__c,Industry_Score__c,EmployeeRangeScore__c,Engagement_Score__c,IsABM__c,Do_No_Contact__c
0012o00002sPFz3,Standard,New Jersey,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPFz6,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Manufacturing,false,NA - Corporate & LATAM,NA - West Corporate,0.0,2.0,50.0,50.0,0.0,false,false
0012o00002h3LIj,Standard,baden-wurttemberg,germany,,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,24.0,0.0,0.0,0.0,false,false
0012o00002h3LzX,Standard,dhaka,bangladesh,Marketing,Business,0.0,101-1000,Software & Technology,false,APAC,RoW - APAC (Other),0.0,2.0,100.0,0.0,0.0,false,false
0012o00002h3M2g,Standard,masqat,oman,Marketing,Business,0.0,Less than 20,Software & Technology,false,EMEA W,Middle East,0.0,2.0,100.0,0.0,0.0,false,false
0012o00002h3Mq6,Standard,karnataka,india,Marketing,Business,0.0,1001-5000,Software & Technology,false,APAC,RoW - APAC (Other),0.0,4.0,100.0,50.0,0.0,false,false
0012o00002sPFzQ,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPFzR,Standard,Minnesota,United States,HG Insights,Business,0.0,1001-5000,Insurance,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,2.0,100.0,50.0,0.0,false,false
0012o00002sPFzZ,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002h3MrE,Standard,praha,czech republic,Marketing,Business,0.0,Less than 20,"Telecommunications, Media & Entertainment",false,EMEA W,RoW - E Europe,0.0,24.0,100.0,0.0,0.0,false,false
0012o00002h3OPu,Standard,tennessee,united states,Marketing,Business,0.0,21-100,Other,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002i7QbL,Standard,Illinois,United States,,Business,0.0,,,false,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002h3MyA,Partner,TG,India,Community,Partner,0.0,21-100,Software & Technology,false,APAC,RoW - APAC (Other),0.0,2231.0,100.0,0.0,53.0,false,false
0012o00002sPFza,Standard,Tennessee,United States,HG Insights,Business,0.0,10.000+,Healthcare,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,25.0,100.0,0.0,false,false
0012o00002sPKGi,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Manufacturing,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKGl,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002h3QKO,Standard,Gauteng,South Africa,SDR,Business,0.0,5001-10.000,Insurance,true,EMEA W,Africa,0.0,25.0,100.0,0.0,0.0,false,false
0012o00002i7QbW,Standard,ONTARIO,Canada,,Business,0.0,10.000+,"Public Sector, Government, Education",false,NA - Enterprise,NA - Canada - Enterprise,0.0,0.0,0.0,100.0,0.0,false,false
0012o00002sPFzY,Standard,Michigan,United States,HG Insights,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002h3MyB,Standard,lagos,nigeria,Marketing,Business,0.0,101-1000,Banking & Financial Services,false,EMEA W,Africa,0.0,6.0,100.0,0.0,0.0,false,false
0012o00002h3MrY,Standard,guatemala,guatemala,Marketing,Business,0.0,Less than 20,"Telecommunications, Media & Entertainment",false,NA - Corporate & LATAM,RoW - LATAM,0.0,3.0,100.0,0.0,0.0,false,false
0012o00002sPKGv,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Manufacturing,false,NA - Corporate & LATAM,NA - West Corporate,0.0,21.0,50.0,50.0,1.0,false,false
0012o00002sPFzv,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Other,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPKH6,Standard,Georgia,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPG04,Standard,North Carolina,United States,HG Insights,Business,0.0,5001-10.000,Utilities,false,NA - Enterprise,NA - Southeast - Enterprise,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002h3zml,Standard,sao paulo,brazil,Marketing,Business,0.0,Less than 20,,false,NA - Corporate & LATAM,RoW - LATAM,0.0,22.0,0.0,0.0,1.0,false,false
0012o00002h3Myo,Standard,sharjah,United Arab Emirates,SDR,Business,0.0,1001-5000,Banking & Financial Services,false,EMEA W,Middle East,0.0,7.0,100.0,50.0,0.0,false,false
0012o00002h3OQJ,Standard,pennsylvania,united states,Marketing,Business,0.0,21-100,Software & Technology,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,4.0,100.0,0.0,0.0,false,false
0012o00002h3ldt,Standard,Ohio,United States,SDR,Business,0.0,10.000+,Banking & Financial Services,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,4.0,100.0,100.0,0.0,false,false
0012o00002h3pLG,Standard,cojedes,venezuela,Marketing,Business,0.0,Less than 20,Software & Technology,false,NA - Corporate & LATAM,RoW - LATAM,0.0,12.0,100.0,0.0,1.0,false,false
0012o00002sPKHA,Standard,Vermont,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002h3zdA,Standard,,Germany,,Business,0.0,,Other,false,DACH,DACH - Whitepatch <5K,0.0,108.0,0.0,0.0,0.0,false,false
0012o00002h3Mqf,Standard,addis ababa,ethiopia,Marketing,Business,0.0,Less than 20,Logistics & Transportation,false,EMEA W,Africa,0.0,2.0,75.0,0.0,0.0,false,false
0012o00002sPFzX,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Banking & Financial Services,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPFzi,Standard,Minnesota,United States,HG Insights,Business,0.0,1001-5000,Insurance,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPKGr,Standard,Illinois,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002h3Qa8,Standard,goa,india,Marketing,Business,0.0,Less than 20,Software & Technology,false,APAC,RoW - APAC (Other),0.0,6.0,100.0,0.0,0.0,false,false
0012o00002sPFzr,Standard,Kentucky,United States,HG Insights,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPKGn,Standard,Illinois,United States,HG Insights,Business,0.0,10.000+,Consulting & Business Services,false,NA - Enterprise,NA - Central Enterprise,0.0,27.0,50.0,100.0,0.0,false,false
0012o00002sPFzm,Standard,Maryland,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPFzu,Standard,Colorado,United States,HG Insights,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - South - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPKGe,Standard,Massachusetts,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPG03,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,"Telecommunications, Media & Entertainment",false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,4.0,100.0,50.0,0.0,false,false
0012o00002sPKHH,Standard,Illinois,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPKGp,Standard,Florida,United States,HG Insights,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,1.0,50.0,50.0,0.0,false,false
0012o00002sPFzp,Standard,Ohio,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h3QpV,Standard,madhya pradesh,india,Marketing,Business,0.0,101-1000,Other,false,APAC,RoW - APAC (Other),0.0,1.0,0.0,0.0,0.0,false,false
0012o00002sPKGw,Standard,Georgia,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPKGy,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPKGx,Standard,Alabama,United States,HG Insights,Business,0.0,1001-5000,Logistics & Transportation,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,75.0,50.0,0.0,false,false
0012o00002sPKH0,Standard,Pennsylvania,United States,HG Insights,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKH4,Standard,Maryland,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002h3O83,Standard,,united kingdom,,Business,0.0,Less than 20,,false,EMEA N,UKI - Software & Technology,0.0,51.0,0.0,0.0,0.0,false,false
0012o00002sPFzd,Standard,Connecticut,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPFzj,Standard,Ohio,United States,HG Insights,Business,0.0,10.000+,Healthcare,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,3.0,25.0,100.0,0.0,false,false
0012o00002sPFzs,Standard,California,United States,HG Insights,Business,0.0,10.000+,Utilities,false,NA - Enterprise,NA - West Enterprise,0.0,0.0,100.0,100.0,0.0,false,false
0012o00002h3R67,Standard,Baden-W\u00fcrttemberg,Germany,SDR,Business,0.0,1001-5000,Retail,false,DACH,DACH - Retail,0.0,1.0,50.0,50.0,0.0,false,false
0012o00002sPKH3,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPFzx,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKH5,Standard,North Carolina,United States,HG Insights,Business,0.0,5001-10.000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002sPFzw,Standard,New York,United States,HG Insights,Business,0.0,5001-10.000,"Telecommunications, Media & Entertainment",false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPKH7,Standard,New Jersey,United States,HG Insights,Business,0.0,10.000+,Logistics & Transportation,false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,0.0,75.0,100.0,0.0,false,false
0012o00002h3nkq,Standard,hessen,germany,Marketing,Business,0.0,21-100,Software & Technology,false,DACH,DACH - Whitepatch <5K,0.0,6.0,100.0,0.0,0.0,false,false
0012o00002sPKHC,Standard,South Carolina,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPKGs,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPG0B,Standard,California,United States,HG Insights,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - West Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPKHK,Standard,Texas,United States,HG Insights,Business,0.0,5001-10.000,Retail,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h3QOf,Standard,,United Arab Emirates,SDR,Business,0.0,101-1000,Banking & Financial Services,false,EMEA W,Middle East,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPKH1,Standard,Pennsylvania,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002h3Qst,Standard,dhaka,bangladesh,Marketing,Business,0.0,Less than 20,Other,false,APAC,RoW - APAC (Other),0.0,2.0,0.0,0.0,0.0,false,false
0012o00002h3ntw,Standard,lagos,nigeria,Marketing,Business,0.0,10.000+,Banking & Financial Services,false,EMEA W,Africa,0.0,6.0,100.0,100.0,0.0,false,false
0012o00002sPKGd,Standard,Michigan,United States,HG Insights,Business,0.0,1001-5000,Non-profit,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPFzW,Standard,New Jersey,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002h3Mye,Standard,Sachsen,Germany,,Business,0.0,21-100,Non-profit,false,DACH,DACH - Whitepatch <5K,0.0,17.0,0.0,0.0,0.0,false,false
0012o00002sPFzf,Standard,Kentucky,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002sPKGq,Standard,Missouri,United States,HG Insights,Business,0.0,1001-5000,Insurance,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPKGk,Standard,Florida,United States,HG Insights,Business,0.0,1001-5000,"Telecommunications, Media & Entertainment",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPFzo,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Banking & Financial Services,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h3QrC,Standard,dhaka,bangladesh,Marketing,Business,0.0,Less than 20,Banking & Financial Services,false,APAC,RoW - APAC (Other),0.0,2.0,100.0,0.0,0.0,false,false
0012o00002h3QKx,Standard,cluj,romania,Marketing,Business,0.0,Less than 20,Software & Technology,false,EMEA W,RoW - E Europe,0.0,14.0,100.0,0.0,0.0,false,false
0012o00002sPKH2,Standard,California,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPKH8,Standard,Maryland,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPG00,Standard,North Carolina,United States,HG Insights,Business,0.0,10.000+,Consulting & Business Services,false,NA - Enterprise,NA - Southeast - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPG02,Standard,Massachusetts,United States,HG Insights,Business,0.0,1001-5000,Insurance,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h3ral,Partner,NY,United States,Marketing,Partner,0.0,10.000+,Other,false,NA - Enterprise,NA - Northeast Enterprise,0.0,1227.0,0.0,100.0,2.0,false,false
0012o00002sPOtp,Standard,Baden-W\u00fcrttemberg,Germany,HG Insights,Business,0.0,1001-5000,Automotive,false,DACH,DACH - Automotive,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKGh,Standard,Illinois,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - Central Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPKGo,Standard,Pennsylvania,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPKGu,Standard,Indiana,United States,HG Insights,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002h3Qo3,Standard,,Azerbaijan,SDR,Business,0.0,1001-5000,Banking & Financial Services,false,EMEA W,Africa,0.0,2.0,100.0,50.0,0.0,false,false
0012o00002h3oAB,Standard,sankt gallen,switzerland,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002sPKHO,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002h42ER,Standard,zurich,switzerland,Marketing,Business,0.0,21-100,Consulting & Business Services,false,DACH,DACH - Whitepatch <5K,0.0,62.0,50.0,0.0,0.0,false,false
0012o00002sPFzV,Standard,Missouri,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPFzt,Standard,Texas,United States,HG Insights,Business,0.0,5001-10.000,Utilities,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,1.0,100.0,0.0,0.0,false,false
0012o00002sPG01,Standard,Arizona,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - West Corporate,0.0,3.0,50.0,0.0,0.0,false,false
0012o00002h42EV,Standard,pesaro and urbino,italy,Marketing,Business,0.0,Less than 20,Consulting & Business Services,false,EMEA W,Mediterranean,0.0,12.0,50.0,0.0,0.0,false,false
0012o00002sPFzb,Standard,California,United States,HG Insights,Business,0.0,10.000+,Consulting & Business Services,false,NA - Enterprise,NA - West Enterprise,0.0,5.0,50.0,100.0,0.0,false,false
0012o00002sPKHP,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002sPKHI,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Non-profit,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,0.0,50.0,0.0,false,false
0012o00002h40ci,Standard,hessen,germany,Marketing,Business,0.0,101-1000,Software & Technology,false,DACH,DACH - Whitepatch <5K,0.0,16.0,100.0,0.0,1.0,false,false
0012o00002sPKHN,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPOtq,Standard,Nordrhein-Westfalen,Germany,HG Insights,Business,0.0,1001-5000,Retail,false,DACH,DACH - Retail,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPG0J,Standard,Illinois,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h41yS,Standard,,Luxembourg,,Business,0.0,1001-5000,Banking & Financial Services,false,EMEA W,Benelux - Banking & Insurance,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPG0K,Standard,Texas,United States,HG Insights,Business,0.0,5001-10.000,Insurance,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPKH9,Standard,Ohio,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002h3rih,Standard,florida,united states,Marketing,Business,0.0,Less than 20,Other,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002sPKHB,Standard,Pennsylvania,United States,HG Insights,Business,0.0,10.000+,"Public Sector, Government, Education",false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,0.0,0.0,100.0,0.0,false,false
0012o00002sPG07,Standard,Maryland,United States,HG Insights,Business,0.0,10.000+,"Public Sector, Government, Education",false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,0.0,0.0,100.0,0.0,false,false
0012o00002sPKHE,Standard,Massachusetts,United States,HG Insights,Business,0.0,5001-10.000,Retail,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h40Mi,Standard,hessen,Germany,Marketing,Business,0.0,10.000+,Consulting & Business Services,false,DACH,DACH - Whitepatch 5K+,0.0,14.0,50.0,100.0,0.0,false,false
0012o00002h40Ur,Standard,berlin,germany,Marketing,Business,0.0,Less than 20,Software & Technology,false,DACH,DACH - Whitepatch <5K,0.0,267.0,100.0,0.0,0.0,false,false
0012o00002sPG0D,Standard,Pennsylvania,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPG0E,Standard,Minnesota,United States,HG Insights,Business,0.0,5001-10.000,Non-profit,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002h40hx,Standard,,germany,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,6.0,0.0,0.0,0.0,false,false
0012o00002h41EP,Standard,Bayern,germany,Marketing,Business,0.0,1001-5000,Manufacturing,false,DACH,DACH - Manufacturing,0.0,16.0,50.0,50.0,0.0,false,false
0012o00002sPG0F,Standard,Illinois,United States,HG Insights,Business,0.0,5001-10.000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002h41uv,Standard,N/A,Luxembourg,Zoominfo,Business,0.0,1001-5000,Banking & Financial Services,false,EMEA W,Benelux - Banking & Insurance,0.0,11.0,100.0,50.0,1.0,false,false
0012o00002sPG05,Standard,Texas,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002sPG06,Standard,North Carolina,United States,HG Insights,Business,0.0,10.000+,"Public Sector, Government, Education",false,NA - Enterprise,NA - Southeast - Enterprise,0.0,13.0,0.0,100.0,0.0,false,false
0012o00002sPG0A,Standard,Massachusetts,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h40nb,Standard,tunis,tunisia,Marketing,Business,0.0,Less than 20,,false,EMEA W,Africa,0.0,3.0,0.0,0.0,0.0,false,false
0012o00002sPKHQ,Standard,Connecticut,United States,HG Insights,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKGf,Standard,Florida,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPKGg,Standard,Georgia,United States,HG Insights,Business,0.0,1001-5000,Banking & Financial Services,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,7.0,100.0,50.0,0.0,false,false
0012o00002sPFzh,Standard,North Carolina,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPFzk,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,6.0,50.0,50.0,0.0,false,false
0012o00002sPFzn,Standard,Pennsylvania,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPFzz,Standard,Indiana,United States,HG Insights,Business,0.0,5001-10.000,"Life Sciences, Pharma, & Biotech",false,NA - Corporate & LATAM,NA - Central Corporate,0.0,6.0,25.0,0.0,0.0,false,false
0012o00002h40qG,Standard,,Iran,Marketing,Business,0.0,Less than 20,,false,EMEA W,Middle East,0.0,187.0,0.0,0.0,0.0,false,false
0012o00002sPFzy,Standard,Tennessee,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPKHD,Standard,Ohio,United States,HG Insights,Business,0.0,1001-5000,Insurance,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPKHG,Standard,Illinois,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKHM,Standard,New Jersey,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPOtt,Standard,Baden-W\u00fcrttemberg,Germany,HG Insights,Business,0.0,1001-5000,Utilities,false,DACH,DACH - Utilities,0.0,7.0,100.0,50.0,1.0,false,false
0012o00002sPG08,Standard,Nevada,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h40sb,Standard,budapest,hungary,Marketing,Business,0.0,Less than 20,Software & Technology,false,EMEA W,RoW - E Europe,0.0,26.0,100.0,0.0,0.0,false,false
0012o00002sPG0I,Standard,Ohio,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPOts,Standard,Hamburg,Germany,HG Insights,Business,0.0,10.000+,Retail,false,DACH,DACH - Retail,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPKGt,Standard,Minnesota,United States,HG Insights,Business,0.0,1001-5000,Manufacturing,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPKGz,Standard,Tennessee,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002h3Thb,Standard,attiki,greece,Marketing,Business,0.0,101-1000,"Public Sector, Government, Education",true,EMEA W,Mediterranean,0.0,12.0,0.0,0.0,0.0,false,false
0012o00002h3olc,Standard,,,,Business,0.0,1001-5000,Banking & Financial Services,true,NA - Corporate & LATAM,RoW - LATAM,0.0,0.0,100.0,50.0,0.0,false,false
